user,text,date
@joseantoniokast,ahora maite orsini involucra “su presidente” justificar rechazo debatir normas ruf total despacho recibió instrucción g boric,2024-04-30 14:14:57
@joseantoniokast,maite orsini niega discutir total despacho reglas uso fuerza apoyar proteger trabajo carabineros cambiado gobierno parlamentarios odian carabineros dispuestos darle herramientas necesitan defenderse,2024-04-29 17:24:35
@joseantoniokast,esperamos respaldo carabineros sectores manifestado días traduzca apoyar indicación entrega competencia tribunales militares evitar así persecuciones ideológicas,2024-04-29 10:27:50
@joseantoniokast,hace 4 días desapareció subsecretario prevención delito eduardo vergara ningún mensaje ningún posteo ninguna declaración asesinato tres carabineros dónde vacaciones presidente boric ¿ cuándo mantiene funcionario incompetente cargo,2024-04-28 19:39:09
@joseantoniokast,ayer hoy mañana nunca contexto justificar perro “matapacos”,2024-04-28 18:18:01
@joseantoniokast,24 horas pasado masacre carabineros gobierno aún reacciona medidas verdad 1 sitio arauco 2 destitución gabinete seguridad 3 reforzar fronteras evitar fuga ¿qué esperando,2024-04-28 01:26:16
@joseantoniokast,¿qué respeto puede tener aquellos llevan años incitando odio carabineros responsables herramientas juridicas respaldo político evitar masacren si alguien callar pedir perdón borrar mensajes ustedes,2024-04-27 11:41:18
@joseantoniokast,frente masacre orquestada terroristas estadodesitio ahora,2024-04-27 11:17:14
@joseantoniokast,comunicado partido republicano asesinato tres carabineros cañete,2024-04-27 10:31:31
@joseantoniokast,emboscados quemados asesinados basta palabras promesas falsas chilenos quieren acción carabineros necesitan protección estadodesitio destituciongabineteseguridad controldefronteras,2024-04-27 06:43:47
@joseantoniokast,tres carabineros asesinados arauco llegó hora terminar buenismo atacar fuerza terrorismo sitio cierre fortalecimiento fronteras destitución gabinete seguridad urgente presidente boric llegó momento despertar,2024-04-27 03:28:16
@joseantoniokast,gran intervención geertwilderspvv cpachungary2024 líder fuerza decisión venció políticamente correcto últimas elecciones países bajos holanda cpac alapjogokert,2024-04-26 20:07:34
@joseantoniokast,chile merece presidente woke chile necesita presidente despierte verdad enfrentar fuerza decisión crisis seguridad económica destruyendo país insulto triste realidad,2024-04-26 16:21:31
@joseantoniokast,¡ahora joseantoniokast cpachungary,2024-04-26 08:22:25
@joseantoniokast,junto mschlapp presidente cpac cpachungary2024,2024-04-26 07:16:49
@joseantoniokast,suciedad valparaiso 8 años arregla pintando fachadas último día valparaíso merece,2024-04-25 15:37:51
@joseantoniokast,¡tenemos candidato alcalde ancud arturosquella presenta carlosseitz candidato alcalde comuna ancud invitamos seguirlo redes sociales compartir gran noticia,2024-04-25 15:30:59
@joseantoniokast,¿ cuál colmo subsecretario prevención delito entren robar dependencia subsecretaria insólito absurdo gobiernoincompetente,2024-04-24 21:44:40
@joseantoniokast,camino hungria ojalá dejen viajar,2024-04-24 14:32:22
@joseantoniokast,hace días salvador pudimos conocer primera fuente vive sociedad paz ¿ cuál receta “mágica” cumple ley,2024-04-23 16:59:31
@joseantoniokast,mientras ministra toha bailaba aniversario partido socialista presidente boric asistía partido fútbol asesino teniente sanchez huía chile nadie pudiese detenerlo gobiernoincompetente,2024-04-23 12:53:43
@joseantoniokast,chilenos desesperados adultos mayores alzar voz asalten violencia da cuenta gravedad crisis seguridad enfrentamos abandono,2024-04-23 10:21:16
@joseantoniokast,política actuar convicción cálculo correspondía apoyar censura grave intromisión ministro elizalde lamento sectores “oposición” sumado,2024-04-22 18:40:30
@joseantoniokast,buena noticia comenzar semana llaitul declarado culpable pagará cárcel daño dolor causado,2024-04-22 14:36:49
@joseantoniokast,continuidad precisamente terminar recoletanos merecen administración servicio vecinos trabajando mejorar vidas pagar operadores políticos,2024-04-20 13:30:04
@joseantoniokast,cuba paraiso comunistas ingreso ilegal país sancionado cárcel 1 3 años chile comunistas dicen migrar ilegalmente derecho humano insólito,2024-04-21 17:50:23
@joseantoniokast,buena entrevista arturosquella libero,2024-04-21 13:34:40
@joseantoniokast,517 millones pesos debe ministerio energia enap fallido experimento populista distribución gas 100 mil pesos balón gas amerita investigación sanciones responsables fraude,2024-04-20 22:15:56
@joseantoniokast,comunistas peligro democracia,2024-04-20 19:51:04
@joseantoniokast,solo gobierno fracasado sino profundamente desconectado realidad mundo paralelo estan convencidos haciendo fantástico gobiernoincompetente,2024-04-20 14:02:59
@joseantoniokast,¡vamos recuperar región valparaíso olvides seguir candidatos gobernador valparaíso fvenezian alcalde valparaíso rgonzalezcamus alcaldesa viña mar antopecchenino atentos nuevas noticias,2024-04-20 12:16:39
@joseantoniokast,contento toda energía junto gran equipo recuperemos región valparaiso así devolverle vecinos comunas seguras limpias prósperas vamos toda lafuerzadechile antopecchenino rgonzalezcamus,2024-04-20 11:12:09
@joseantoniokast,¡tenemos candidato gobernación valparaíso hoy confirmamos fvenezianvalpo candidato gobernador región valparaíso francesco suma candidatos alcaldes comunas valparaíso rgonzalezcamus viña mar antopecchenino,2024-04-20 10:10:41
@joseantoniokast,justicia tarda finalmente llega pronto turno daniel jadue luego 12 años destrucción recoleta espero pague cárcel inmenso daño hecho comuna,2024-04-20 09:40:15
@joseantoniokast,tragedia impacta pais joven tercer medio apuñalado afuera colegio lota chile salir fondo recuperar país,2024-04-19 20:02:21
@joseantoniokast,creer capaz llegar ideología finlandia quieren someter 3er juicio penal diputada citar versículos bíblicos tw fuerza fe paivirasanen,2024-04-19 19:33:54
@joseantoniokast,situación dicen pudimos ver cientos personas ingresaron manera irregular camino albergue acuerdo cifras entregadas pdi proyectando migrantes ingresados hoy ingresarán muchas personas año pasado,2024-04-19 14:49:58
@joseantoniokast,excelente carta recuperar recoleta pueda ayudar cuenta conmigo ruthhurtado,2024-04-18 19:11:42
@joseantoniokast,formalización daniel jadue adelantarse urgente evitar fuga chile asegurar comparecencia justicia recoleta podemos permitir impunidad,2024-04-18 14:40:48
@joseantoniokast,pillaron daniel jadue camino venezuela semanas formalización fiscalía debe pedir arraigo evitar fuga,2024-04-18 10:15:24
@joseantoniokast,ministro luis cordero ministra carolina tohá deberían ver exposición juez fernando guzmán udp volver hablar tema cárceles relata detalles crisis carcelaria vive hoy chile,2024-04-18 08:35:02
@joseantoniokast,lafuerzaderecoleta suma tarea recuperar reconstruir país candidata alcaldesa recoleta ruthuas junto cámara comercio patronato reunieron apoyar fortalecer importante trabajo realizan comercios comuna así junto lafuerzadechile recuperar seguridad trabajo sector,2024-04-17 19:44:52
@joseantoniokast,lunes camara diputados vota censura mesa karol cariola dudas estan confundidos confundan equivoquen votar favor censura permite sancionar conducta irresponsable diputado rivas votar darle razon comunistas,2024-04-17 17:49:33
@joseantoniokast,ideología falta preparación hacen gobierno inoperante joseantoniokast vivo semana re,2024-04-17 16:12:29
@joseantoniokast,vivo,2024-04-17 15:52:25
@joseantoniokast,¡en minutos comenzamos nuevo semanare hoy gran programa pierdan,2024-04-17 14:13:06
@joseantoniokast,iraníes detenidos pasaportes falsos aeropuerto santiago hoy caminando libres calles chile terrorismo acecha país presidente peleándose alertan graves riesgos insolito,2024-04-17 13:42:04
@joseantoniokast,bancada republicana anuncia censura mesa cámara diputados,2024-04-17 09:47:03
@joseantoniokast,chile necesita mejores cárceles delincuentes andan libres calles queden tras rejas chilenos puedan vivir paz gobierno sigue desconectado favoreciendo impunidad gobiernoincompetente,2024-04-17 08:10:59
@joseantoniokast,bancada prchile presentado censura mesa cámara diputados luego confesión vicepdte gaspar rivas ofrecimientos gobierno permitiremos vulneracion flagrante separación poderes lacensurava,2024-04-16 19:07:06
@joseantoniokast,separación poderes principio legalidad autonomía congreso nacional principio juridicidad alguien debe responder,2024-04-16 17:22:50
@joseantoniokast,inaceptable vicepresidente cámara reconoce ministro ofreció cargo mesa corporación cuándo gobierno dispone cargos organización interna congreso nacional ministro alvaroelizalde debe entender chile puede comportarse si venezuela,2024-04-16 16:59:55
@joseantoniokast,separación poderes principio mínimo toda democracia afirmado diputado rivas demuestra gobierno sobrepasó límites negociaciones presidencia cámara,2024-04-16 16:39:15
@joseantoniokast,grave denuncia alcalde germancodina crimen organizado avanza control siquiera escuelas resguardo parar,2024-04-16 07:11:08
@joseantoniokast,ministro montes viejo refrán dice “la mentira piernas cortas” ud sabía mayo 2023 dirá verdad casoconvenios,2024-04-15 16:05:27
@joseantoniokast,común indica delincuentes narcotraficantes terroristas cárcel hoy chilenos honestos viven encerrados enrejados casas gobierno fracasó próximo primera prioridad recuperar libertad ciudadanos,2024-04-15 11:21:16
@joseantoniokast,vivo,2024-04-15 07:43:40
@joseantoniokast,gracias liderazgo sr presidente nayibbukele seguimos siendo referentes internacionales implementación exitosas estrategias seguridad últimos días contamos visita comisión políticos chile compartimos conocimientos experiencias proceso transformación país trabajo integral articulado posicionado país seguro hemisferio occidental ahora salvador visto modelo seguir naciones políticas innovadoras priorizan paz seguridad desarrollo salvadoreños plancontrolterritorial guerracontrapandillas,2024-04-11 12:22:49
@joseantoniokast,comparto entrevista hoy canal t13 iván valenzuela,2024-04-14 16:30:44
@joseantoniokast,países autoconvocado comités crisis sé si chile preparados veo presidente ocupado tema dice excandidato presidencial josé antonio kast ataque irán israel mesacentral »,2024-04-14 11:53:22
@joseantoniokast,irán lanza ataque drones misiles israel podrían ser mismos drones regaló bolivia vigilar fronteras chile problema grave seguridad nacional gobierno débil inexperto enfrentarlo,2024-04-13 20:16:33
@joseantoniokast,seguridad valparaíso puede seguir esperando hastacuando autoridades locales dejarán delincuentes rehenes vecinos comuna,2024-04-13 11:15:58
@joseantoniokast,cisterna delincuentes apuñalaron joven 18 años interior micro pocas horas murió hospital ¿hastá cuándo presidente chilenos quieren vivir paz,2024-04-12 20:46:44
@joseantoniokast,¿hasta cuándo vivimos miedo hastacuando,2024-04-12 10:41:13
@joseantoniokast,fiscal barros confirma asesinato ronaldojeda motivación política organizado venezuela llego hora presidente chile enfrente dictador maduro exija respeto patria soberanía nacional,2024-04-12 07:26:24
@joseantoniokast,condolencias familia sergio melnick deja hombre inteligente práctico mirada futuro aceptó ir concejal condes luchó trasparentara entrego vida público abrazo descansa paz,2024-04-11 23:54:34
@joseantoniokast,gracias ministro villatoro vi11atoro gran recibimiento posibilidad conocer fondo exitosas estrategias combatir crimen organizado liderando salvador hoy chile nuevamente despierta triste noticia policia asesinado delincuentes nunca necesitamos usar todas herramientas disponibles derrotar crimen encerrar oponen millones chilenos puedan vivir paz,2024-04-11 10:06:32
@joseantoniokast,lamentamos profundamente asesinato teniente carabineros emanuel sánchez soto,2024-04-11 00:14:35
@joseantoniokast,lamentamos asesinato subteniente emanuel sanchez ptra familia carabineros llora partida chile necesita orden paz chile volver ser pais seguro,2024-04-10 23:38:50
@joseantoniokast,columna bukele chile,2024-04-10 16:42:59
@joseantoniokast,¿hasta cuándo,2024-04-08 19:46:55
@joseantoniokast,¿un alcalde camaleón ¿de hace años insultaba carabineros ahora pide gritos necesitamos concejales den cuenta alcalde “el camaleón” cambia color exija fiscalice miles unimos lafuerzadechile súmate chilenecesitatufuerza,2024-04-07 13:03:22
@joseantoniokast,alcaldes merluzos preocupan realmente necesitan vecinos protegen delincuencia administran mal recursos necesitamos concejales exijan fiscalicen permanentemente miles unimos lafuerzadechile súmate chilenecesitatufuerza,2024-04-07 09:59:33
@joseantoniokast,columna niño terrible,2024-04-06 21:41:21
@joseantoniokast,agradezco confianza prchile asumo candidatura alcaldía viña mar convencida ciudad puede derrotar delincuencia abandono convencida podemos devolverle orgullo viña mar vamos,2024-04-06 13:32:41
@joseantoniokast,daniel jadue formalizado dentro extrañar “delfín” apellido jadue siga misma suerte promovió especie 2x1,2024-04-06 15:50:50
@joseantoniokast,agradecido apoyo proyecto alcaldía concepción hoy nunca recuperemosconce joseantoniokast ruthuas prchile,2024-04-05 19:04:35
@joseantoniokast,candidato alcalde municipiovalpo volver vivir paz puerto vuelva levantar apoyo prchile miles vecinos derrotaremos sharp izquierda radical ¡vamos recuperar orgullo ser porteños,2024-04-05 15:19:25
@joseantoniokast,fin buena noticia tema combate crimen organizado parte necesita recuperar chile,2024-04-05 14:35:25
